MORE_THAN_STRONG_FLAVOUR,Extremely {0},非常に{0}
GrovePine_WesternWildWoods_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,食料とハーブを入手できる。
GrovePine_WesternWildWoods_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,もう採取できる物がない。
ThicketPine_WesternWildWoods_DismantleActions[1].ActionName,Clear,柴刈り
ThicketPine_WesternWildWoods_DismantleActions[1].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
ThicketPine_WesternWildWoods_DismantleActions[2].ActionName,Clear,柴刈り
ThicketPine_WesternWildWoods_DismantleActions[2].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
ThicketPine_WesternWildWoods_DismantleActions[3].ActionName,East,東
ThicketPine_WesternWildWoods_DismantleActions[3].FadeMessage,Travelling East...,東へ移動中・・・
ThicketPine_WesternWildWoods_DismantleActions[4].ActionName,South,南
ThicketPine_WesternWildWoods_DismantleActions[4].FadeMessage,Travelling South...,南へ移動中・・・
ThicketPine_WesternWildWoods_AlternateDismantleActions[0].ActionName,East,東
ThicketPine_WesternWildWoods_AlternateDismantleActions[0].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
ThicketPine_WesternWildWoods_AlternateDismantleActions[0].FadeMessage,Travelling in the dark...,暗闇を進む・・・
ThicketPine_WesternWildWoods_AlternateDismantleActions[1].ActionName,South,南
ThicketPine_WesternWildWoods_AlternateDismantleActions[1].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
ThicketPine_WesternWildWoods_AlternateDismantleActions[1].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WindGrove_CardName,Wind Grove,風の林
GrovePine_WindGrove_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil. Windy.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Squirrels.",<b>松の木立：\n</b>\n\n<b>環境：</b>酸性土壌。風が吹きやすい。\n\n<b>植物：</b>松、治療苔、ファイアルート、ビルベリー（夏）、松の実（秋）、ベニテングタケ。\n\n<b>動物：</b>リス。
GrovePine_WindGrove_SpecialDurability1.CardStatName,Trees,木
GrovePine_WindGrove_SpecialDurability2.CardStatName,Overgrowth,茂み
GrovePine_WindGrove_SpecialDurability3.CardStatName,Foraging,資源集め
GrovePine_WindGrove_CardInteractions[0].ActionName,Chop Wood,木を切る
GrovePine_WindGrove_CardInteractions[1].ActionName,Chop Wood,木を切る
GrovePine_WindGrove_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,エリアの木が足りない。
GrovePine_WindGrove_CardInteractions[2].ActionName,Shovel Snow,雪かきする
GrovePine_WindGrove_CardInteractions[3].ActionName,Shovel Snow,雪かきする
GrovePine_WindGrove_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,小さい松の木を作る
GrovePine_WindGrove_DismantleActions[0].ActionName,Forage,資源を集める
GrovePine_WindGrove_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,食料とハーブを入手できる。
GrovePine_WindGrove_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,もう採取できる物がない。
GrovePine_WindGrove_DismantleActions[1].ActionName,Clear,柴刈り
GrovePine_WindGrove_DismantleActions[1].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
GrovePine_WindGrove_DismantleActions[2].ActionName,Clear,柴刈り
GrovePine_WindGrove_DismantleActions[2].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
GrovePine_WindGrove_DismantleActions[4].ActionName,North,北
GrovePine_WindGrove_DismantleActions[4].FadeMessage,Travelling North...,北へ移動中・・・
GrovePine_WindGrove_DismantleActions[5].ActionName,South,南
GrovePine_WindGrove_DismantleActions[5].FadeMessage,Travelling South...,南へ移動中・・・
GrovePine_WindGrove_AlternateDismantleActions[0].ActionName,North,北
GrovePine_WindGrove_AlternateDismantleActions[0].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WindGrove_AlternateDismantleActions[0].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WindGrove_AlternateDismantleActions[1].ActionName,South,南
GrovePine_WindGrove_AlternateDismantleActions[1].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WindGrove_AlternateDismantleActions[1].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WindNeedlesQEE_CardName,Wind Needles,風鳴る針葉
GrovePine_WindNeedlesQEE_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil. Windy.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Squirrels..",<b>風の強い松林:\n</b>\n\n<b>環境:</b>酸性土壌。風が強い。\n\n<b>植物:</b>松、ヒーラーモス、ファイアルート、ビルベリー（夏）、松の実（秋）、ベニテングタケ\n\n<b>動物:</b>リス。
GrovePine_WindNeedlesQEE_SpecialDurability1.CardStatName,Trees,木
GrovePine_WindNeedlesQEE_SpecialDurability2.CardStatName,Overgrowth,茂み
GrovePine_WindNeedlesQEE_SpecialDurability3.CardStatName,Foraging,資源集め
GrovePine_WindNeedlesQEE_CardInteractions[0].ActionName,Chop Wood,木を切る
GrovePine_WindNeedlesQEE_CardInteractions[1].ActionName,Chop Wood,木を切る
GrovePine_WindNeedlesQEE_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,エリアの木が足りない。
GrovePine_WindNeedlesQEE_CardInteractions[2].ActionName,Shovel Snow,雪かきする
GrovePine_WindNeedlesQEE_CardInteractions[3].ActionName,Shovel Snow,雪かきする
GrovePine_WindNeedlesQEE_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,小さい松の木を作る
GrovePine_WindNeedlesQEE_DismantleActions[0].ActionName,Forage,資源を集める
GrovePine_WindNeedlesQEE_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,食料とハーブを入手できる。
GrovePine_WindNeedlesQEE_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,もう採取できる物がない。
GrovePine_WindNeedlesQEE_DismantleActions[1].ActionName,Clear,柴刈り
GrovePine_WindNeedlesQEE_DismantleActions[1].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
GrovePine_WindNeedlesQEE_DismantleActions[2].ActionName,Clear,柴刈り
GrovePine_WindNeedlesQEE_DismantleActions[2].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
GrovePine_WindNeedlesQEE_DismantleActions[5].ActionName,Climb Down,降りる
GrovePine_WindNeedlesQEE_DismantleActions[5].ActionDescription,...to Damp Hollow,・・・湿った窪地へ
GrovePine_WindNeedlesQEE_DismantleActions[3].ActionName,North,北
GrovePine_WindNeedlesQEE_DismantleActions[3].FadeMessage,Travelling North...,北へ移動中・・・
GrovePine_WindNeedlesQEE_DismantleActions[4].ActionName,East,東
GrovePine_WindNeedlesQEE_DismantleActions[4].FadeMessage,Travelling East...,東へ移動中・・・
GrovePine_WindNeedlesQEE_DismantleActions[6].ActionName,South,南
GrovePine_WindNeedlesQEE_DismantleActions[6].FadeMessage,Travelling South...,南へ移動中・・・
GrovePine_WindNeedlesQEE_AlternateDismantleActions[0].ActionName,North,北
GrovePine_WindNeedlesQEE_AlternateDismantleActions[0].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WindNeedlesQEE_AlternateDismantleActions[0].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WindNeedlesQEE_AlternateDismantleActions[1].ActionName,East,東
GrovePine_WindNeedlesQEE_AlternateDismantleActions[1].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WindNeedlesQEE_AlternateDismantleActions[1].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WindNeedlesQEE_AlternateDismantleActions[2].ActionName,South,南
GrovePine_WindNeedlesQEE_AlternateDismantleActions[2].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WindNeedlesQEE_AlternateDismantleActions[2].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WolfPassQEE_CardName,Wolf Pass,狼の峠
GrovePine_WolfPassQEE_CardHelpSection,"<b>Pine Grove:\n</b>\n\n<b>Conditions:</b> Acidic soil.\n\n<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.\n\n<b>Fauna:</b> Squirrels.",<b>松の林：</b>\n\n<b>状態：</b>酸性土壌\n\n<b>植生：</b>松、回復コケ、ファイヤールート、ビルベリー（夏）、松の実（秋）、ベニテングタケ。\n\n\n<b>棲息：</b>リス。
GrovePine_WolfPassQEE_SpecialDurability1.CardStatName,Trees,木
GrovePine_WolfPassQEE_SpecialDurability2.CardStatName,Overgrowth,茂み
GrovePine_WolfPassQEE_SpecialDurability3.CardStatName,Foraging,資源集め
GrovePine_WolfPassQEE_CardInteractions[0].ActionName,Chop Wood,木を切る
GrovePine_WolfPassQEE_CardInteractions[1].ActionName,Chop Wood,木を切る
GrovePine_WolfPassQEE_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,エリアの木が足りない。
GrovePine_WolfPassQEE_CardInteractions[2].ActionName,Shovel Snow,雪かきする
GrovePine_WolfPassQEE_CardInteractions[3].ActionName,Shovel Snow,雪かきする
GrovePine_WolfPassQEE_OnStatsChangeActions[0].ActionName,Create Small Pine Tree,小さい松の木を作る
GrovePine_WolfPassQEE_DismantleActions[0].ActionName,Forage,資源を集める
GrovePine_WolfPassQEE_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,食料とハーブを入手できる。
GrovePine_WolfPassQEE_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,もう採取できる物がない。
GrovePine_WolfPassQEE_DismantleActions[1].ActionName,Clear,柴刈り
GrovePine_WolfPassQEE_DismantleActions[1].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
GrovePine_WolfPassQEE_DismantleActions[2].ActionName,Clear,柴刈り
GrovePine_WolfPassQEE_DismantleActions[2].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
GrovePine_WolfPassQEE_DismantleActions[3].ActionName,North,北
GrovePine_WolfPassQEE_DismantleActions[3].FadeMessage,Travelling North...,北へ移動中・・・
GrovePine_WolfPassQEE_DismantleActions[4].ActionName,East,東
GrovePine_WolfPassQEE_DismantleActions[4].FadeMessage,Travelling East...,東へ移動中・・・
GrovePine_WolfPassQEE_DismantleActions[5].ActionName,South,南
GrovePine_WolfPassQEE_DismantleActions[5].FadeMessage,Travelling South...,南へ移動中・・・
GrovePine_WolfPassQEE_DismantleActions[6].ActionName,West,西
GrovePine_WolfPassQEE_DismantleActions[6].FadeMessage,Travelling West...,西へ移動中・・・
GrovePine_WolfPassQEE_AlternateDismantleActions[0].ActionName,North,北
GrovePine_WolfPassQEE_AlternateDismantleActions[0].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WolfPassQEE_AlternateDismantleActions[0].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WolfPassQEE_AlternateDismantleActions[1].ActionName,East,東
GrovePine_WolfPassQEE_AlternateDismantleActions[1].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WolfPassQEE_AlternateDismantleActions[1].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WolfPassQEE_AlternateDismantleActions[2].ActionName,South,南
GrovePine_WolfPassQEE_AlternateDismantleActions[2].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WolfPassQEE_AlternateDismantleActions[2].FadeMessage,Travelling in the dark...,暗闇を進む・・・
GrovePine_WolfPassQEE_AlternateDismantleActions[3].ActionName,West,西
GrovePine_WolfPassQEE_AlternateDismantleActions[3].CustomConfirmText,"It's dark, and you may get lost. Are you sure?",暗い・・・迷ってしまうかもしれない。本当に進むのか？
GrovePine_WolfPassQEE_AlternateDismantleActions[3].FadeMessage,Travelling in the dark...,暗闇を進む・・・
Grove_WillOWispGrove1_CardName,Dark Forest,暗い森
Grove_WillOWispGrove1_CardDescription,It's too dark to see anything.,暗くて何も見えない。
Grove_WillOWispGrove2_CardName,Dark Forest,暗い森
Grove_WillOWispGrove2_CardDescription,It's too dark to see anything.,暗くて何も見えない。
Caves_GreatCave_CardName,Great Cave,大洞窟
Caves_GreatCave_SpoilageTime.CardStatName,Filthiness,汚さ
Caves_GreatCave_SpecialDurability4.CardStatName,Smoke,煙
Caves_GreatCave_CardInteractions[0].ActionName,Clean,掃除する
River_ClearingAlder_BlackMire_CardName,Black Mire,
River_ClearingAlder_BlackMire_CardHelpSection,"<b>Alder Clearing, Wetlands, Riverbank:\n</b>\n\n<b>Conditions:</b> Acidic and humid soil.\n\n<b>Flora:</b> Alders, Willows, Kingcup, Frostleaf.\n\n<b>Fauna:</b> Frogs, Mosquitoes.",
River_ClearingAlder_BlackMire_SpecialDurability1.CardStatName,Trees,木
River_ClearingAlder_BlackMire_SpecialDurability2.CardStatName,Overgrowth,茂み
River_ClearingAlder_BlackMire_SpecialDurability3.CardStatName,Foraging,資源集め
River_ClearingAlder_BlackMire_CardInteractions[0].ActionName,Chop Wood,木を切る
River_ClearingAlder_BlackMire_CardInteractions[1].ActionName,Chop Wood,木を切る
River_ClearingAlder_BlackMire_CardInteractions[1].RequiredReceivingDurabilities.FailMessage,Not enough wood in the area.,エリアの木が足りない。
River_ClearingAlder_BlackMire_CardInteractions[2].ActionName,Dig Peat,
River_ClearingAlder_BlackMire_CardInteractions[3].ActionName,Shovel Snow,雪かきする
River_ClearingAlder_BlackMire_CardInteractions[4].ActionName,Shovel Snow,雪かきする
River_ClearingAlder_BlackMire_DismantleActions[0].ActionName,Forage,資源を集める
River_ClearingAlder_BlackMire_DismantleActions[0].ActionDescription,Has a chance to give you food and herbs.,食料とハーブを入手できる。
River_ClearingAlder_BlackMire_DismantleActions[0].RequiredReceivingDurabilities.FailMessage,There's nothing else to forage here.,もう採取できる物がない。
River_ClearingAlder_BlackMire_DismantleActions[1].ActionName,Clear,
River_ClearingAlder_BlackMire_DismantleActions[1].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
River_ClearingAlder_BlackMire_DismantleActions[2].ActionName,Clear,
River_ClearingAlder_BlackMire_DismantleActions[2].ActionDescription,Gives you wood and leaves.,木材と葉っぱが手に入る。
River_ClearingAlder_BlackMire_DismantleActions[3].ActionName,North,北
River_ClearingAlder_BlackMire_DismantleActions[3].FadeMessage,Travelling North...,北へ移動中・・・
River_ClearingAlder_BlackMire_DismantleActions[4].ActionName,East,東
River_ClearingAlder_BlackMire_DismantleActions[4].FadeMessage,Travelling East...,東へ移動中・・・
River_ClearingAlder_BlackMire_DismantleActions[5].ActionName,West,西
River_ClearingAlder_BlackMire_DismantleActions[5].FadeMessage,Travelling West...,西へ移動中・・・
River_ClearingAlder_BlackMire_AlternateDismantleActions[0].ActionName,North,北
